##=============================================================================
## Dados retirados do http://www.whoscored.com/Regions/250/Tournaments/30/Seasons/3871/Stages/8466/TeamStatistics/Europe-UEFA-Europa-League-2013-2014
## country: País de origem do jogador;
## team   : Time no qual joga;
## name   : Nome do jogador;
## pos    : Posição em que joga;
##   FW      : forward;
##   AM      : attack midfielder;
##   M       : midfielder;
##   DM      : defender midfielder;
##   D       : defender;
##   GK      : goalkeeper;
##   C, L, R : center, left, right;
## age    : Idade (anos);
## cm     : altura (cm);
## kg     : Peso (kg);
## apps   : Vezes que jogou como titular (vezes que jogou como substituto);
## goal   : Gols feitos;
## a      : Assistências ou passes para gol;
## yel    : Número de cartões amarelos;
## red    : Número de cartões vermelhos;
## spg    : Chutes a gol por partida;
## ps     : Porcentagem de passes com sucesso;
## aw     : Duelos aéreos ganho por jogo;
## mom    : Man of the match (homem da partida)??
## rt     : Average rating;
##=============================================================================
country	team	name	pos	age	cm	kg	apps	goal	ass	yel	red	spg	ps	aw	mom	rt
Russia	Kuban Krasnodar	Aleksei Kozlov	D(R)	27	182	75	18	NA	2	NA	NA	0.6	78.6	0.4	1	6.86
Russia	Kuban Krasnodar	Aleksandr Belenov	GK	27	197	94	23	NA	NA	1	NA	NA	43.9	0.3	NA	6.79
Russia	Kuban Krasnodar	Igor Armas	D(C)	26	192	86	4(3)	NA	NA	1	NA	NA	79.4	2.3	NA	6.79
Russia	Kuban Krasnodar	Ibrahima Baldé	AM(LR),FW	24	188	72	14(5)	7	1	2	NA	2.2	59.7	2.5	1	6.74
Russia	Kuban Krasnodar	Artur Tlisov	DM(C)	31	182	73	17(2)	NA	NA	4	NA	0.6	79.6	0.5	NA	6.66
Russia	Kuban Krasnodar	Maksim Zhavnerchik	D(LR)	29	179	76	9(2)	NA	NA	3	NA	0.7	72.2	0.5	NA	6.63
Russia	Kuban Krasnodar	Stanislav Manolev	D(R)	28	183	72	3	NA	NA	1	NA	0.3	71.3	1.3	NA	6.62
Russia	Kuban Krasnodar	Artem Fidler	DM(C)	30	178	74	7(1)	NA	1	1	NA	0.3	79.5	0.5	NA	6.61
Russia	Kuban Krasnodar	Gigel Bucur	AM(L)	33	171	66	16(6)	5	1	2	NA	1.9	75.6	0.3	1	6.6
Russia	Kuban Krasnodar	Anton Sosnin	DM(C)	24	178	72	5(7)	NA	NA	2	NA	1	74.6	1.3	NA	6.59
Russia	Kuban Krasnodar	Roman Bugayev	D(L)	25	181	70	14(2)	NA	1	1	1	0.4	75.9	0.8	NA	6.59
Russia	Kuban Krasnodar	Djibril Cissé	FW	32	183	83	5(10)	4	1	1	NA	1.5	65.2	1.5	1	6.56
Russia	Kuban Krasnodar	David Tsorayev	AM(R)	30	174	72	8(4)	NA	NA	NA	1	0.8	74.2	0.5	NA	6.48
Russia	Kuban Krasnodar	Lorenzo Melgarejo	D(L),M(L)	23	171	78	8(3)	2	NA	1	1	1.4	69.1	0.8	NA	6.47
Russia	Kuban Krasnodar	Arsen Khubulov	AM(R)	23	181	74	8(3)	1	NA	NA	1	1.4	78.6	0.3	NA	6.35
Russia	Kuban Krasnodar	Gonzalo Bueno	FW	21	176	74	0(3)	NA	NA	NA	NA	1	70	NA	NA	6.25
Russia	Kuban Krasnodar	Vladimir Lobkarev	D	20	174	67	0(1)	NA	NA	NA	NA	NA	NA	2	NA	6.18
Russia	Kuban Krasnodar	Mohammed Rabiu	DM(C)	24	187	70	1(3)	NA	NA	1	NA	NA	76.1	1.5	NA	6.15
Russia	Kuban Krasnodar	Marcos Ureña	FW	24	179	72	0(4)	NA	NA	NA	NA	NA	76.9	0.3	NA	6.13
Russia	Kuban Krasnodar	Nikita Bezlikhotnov	M	23	180	72	1(3)	NA	NA	NA	NA	0.5	39.3	0.3	NA	6.12
Russia	Kuban Krasnodar	Bogdan Karuykin	GK	28	184	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Kuban Krasnodar	Denis Yakuba	D	17	178	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Kuban Krasnodar	Eduard Baychora	GK	22	194	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Russia	Kuban Krasnodar	Temur Bukia	M	19	176	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Wigan	Martyn Waghorn	AM(R)	24	176	83	9	3	5	3	NA	1.7	69.5	0.6	1	7.44
England	Wigan	Shaun Maloney	AM(CLR)	31	173	69	5	3	NA	NA	NA	1.2	89	NA	1	7.31
England	Wigan	Leon Barnett	D(C)	28	185	71	35	4	NA	4	NA	1	71.7	4.3	2	7.26
England	Wigan	Joshua McEachran	DM(C)	21	178	66	3(2)	NA	1	2	NA	NA	82.1	0.2	NA	7.18
England	Wigan	Ryan Shotton	D(CR),M(R)	25	191	85	7(2)	1	1	3	NA	0.7	68.5	2.7	NA	7.16
England	Wigan	Nick Powell	AM(C),FW	20	183	65	21(5)	7	2	4	NA	3	68.8	1.3	4	7.12
England	Wigan	Thomas Rogne	D(C)	23	187	87	10(2)	NA	1	NA	NA	0.5	73.3	4.6	1	7.12
England	Wigan	Ben Watson	M(C)	28	178	68	25	2	3	6	NA	1.5	81.8	0.6	2	7.1
England	Wigan	Emmerson Boyce	D(CR),M(R)	34	180	73	32(3)	2	3	3	NA	0.8	71.9	1.9	1	7.09
England	Wigan	Iván Ramis	D(C)	29	188	82	12	NA	NA	1	NA	0.3	80.3	2.4	1	7.09
England	Wigan	Lee Nicholls	GK	21	191	85	6	NA	NA	NA	NA	NA	39.6	0.2	NA	7.05
England	Wigan	James McArthur	M(C)	26	168	64	31(3)	4	2	3	NA	1.6	78.8	1	3	6.92
England	Wigan	James McCarthy	M(CL)	23	180	72	5	NA	NA	1	NA	1	78.5	0.2	NA	6.91
England	Wigan	Ali Al-Habsi	GK	32	194	80	19	NA	NA	1	NA	NA	47	0.3	1	6.88
England	Wigan	James Perch	D(CLR),DM(C)	28	180	72	32(2)	NA	NA	7	NA	0.4	80.2	1.8	NA	6.86
England	Wigan	Jordi Gómez	AM(CLR)	28	178	74	16(9)	6	2	4	NA	1.5	82	0.4	NA	6.86
England	Wigan	Chris McCann	M(C)	26	185	75	22(5)	2	NA	1	NA	1	75.8	0.9	NA	6.84
England	Wigan	Scott Carson	GK	28	190	76	13	NA	NA	NA	NA	NA	55.3	0.2	NA	6.82
England	Wigan	Jean Beausejour	D(L),M(L)	29	178	84	25(3)	2	2	9	NA	0.5	71.3	0.9	1	6.78
England	Wigan	Callum McManaman	AM(LR)	22	174	74	13(12)	1	1	2	1	1.2	80	0.3	1	6.7
England	Wigan	James McClean	AM(L)	24	175	68	20(11)	2	3	5	1	1.9	74.2	1.2	1	6.64
England	Wigan	Stephen Crainey	D(L)	32	175	60	10(6)	NA	1	2	NA	0.3	75.2	0.4	NA	6.63
England	Wigan	Marc-Antoine Fortuné	AM(R),FW	32	183	81	15(14)	4	5	NA	NA	1.5	76.6	1.1	NA	6.62
England	Wigan	Nicky Maynard	FW	27	180	70	8(3)	3	NA	NA	NA	1.7	78.3	0.5	1	6.54
England	Wigan	Grant Holt	FW	32	183	77	9(7)	2	1	1	NA	1.4	56.4	1.4	NA	6.51
England	Wigan	Robert Kiernan	D	23	186	77	2(4)	NA	NA	NA	NA	0.3	66.7	1.3	NA	6.46
England	Wigan	Roger Espinoza	M	27	181	73	4(11)	NA	NA	1	NA	0.3	75.9	0.7	NA	6.4
England	Wigan	Marc Albrighton	AM(R)	24	175	67	2(2)	NA	NA	1	NA	1	61.2	NA	NA	6.39
England	Wigan	Tyias Browning	D	19	181	76	1(1)	NA	NA	NA	NA	0.5	62.2	0.5	NA	6.36
England	Wigan	Jack Collison	M(CLR)	25	183	75	1(2)	NA	NA	NA	NA	0.7	77.9	NA	NA	6.29
England	Wigan	Ryan Tunnicliffe	M(CL)	21	183	80	3(2)	NA	NA	NA	NA	0.6	67	1	NA	6.27
England	Wigan	William Keane	FW	21	178	78	2(2)	NA	NA	NA	NA	1	89.1	NA	NA	6.03
England	Wigan	Gary Caldwell	D(C)	31	180	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Wigan	Juan Carlos Garcia	D	26	180	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Wigan	Markus Holgersson	D(C)	28	188	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Wigan	Michael Pollitt	GK	42	193	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
England	Wigan	Nouha Dicko	FW	21	173	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France	Bordeaux	Grégory Sertic	M(C)	24	183	76	22(1)	3	6	2	NA	2	84.6	0.6	3	7.32
France	Bordeaux	Lamine Sané	D(CR),DM(C)	27	192	77	30	NA	NA	3	NA	0.6	84	3.5	2	7.26
France	Bordeaux	Théo Pellenard	D	20	182	71	3	NA	NA	1	NA	NA	80.5	3	NA	7.18
France	Bordeaux	Lucas Orban	D(L)	25	184	77	20	NA	1	3	1	0.1	76.1	2.9	1	7.15
France	Bordeaux	Mariano	D(R),M(R)	27	177	69	31	NA	3	3	NA	0.4	73	0.7	2	7.13
France	Bordeaux	Landry N'Guémo	DM(C)	28	173	70	19(2)	1	2	2	NA	0.9	87	0.9	1	7.12
France	Bordeaux	Carlos Henrique	D(C)	30	189	87	28	2	NA	9	NA	0.4	77.5	2.5	1	7.01
France	Bordeaux	Henri Saivet	AM(CLR),FW	23	175	73	28(3)	6	5	NA	NA	1.9	75.5	1.9	1	6.98
France	Bordeaux	Ludovic Obraniak	AM(CLR)	29	174	72	20(1)	4	2	4	NA	1.9	80	0.9	NA	6.95
France	Bordeaux	Kévin Olimpa	GK	26	186	92	1(1)	NA	NA	NA	NA	NA	58.7	NA	NA	6.85
France	Bordeaux	Jaroslav Plasil	M(CR)	32	182	72	4	NA	NA	NA	NA	1.3	86.4	1	NA	6.84
France	Bordeaux	Nicolas Maurice-Belay	AM(CLR),FW	28	182	80	24(4)	3	3	4	NA	0.9	81.1	1	2	6.82
France	Bordeaux	Cédric Carrasso	GK	32	187	87	29	NA	NA	NA	NA	NA	57.1	0.2	2	6.8
France	Bordeaux	Cheick Diabaté	FW	25	194	88	13(6)	8	NA	2	NA	2.5	76	2.9	1	6.79
France	Bordeaux	Andre Biyogo Poko	DM(C)	21	173	72	10(5)	NA	NA	1	NA	0.7	77.6	1.2	1	6.75
France	Bordeaux	Matthieu Chalmé	D(R)	33	176	71	0(2)	NA	NA	1	NA	NA	88.2	NA	NA	6.68
France	Bordeaux	Azbe Jug	GK	22	191	92	1	NA	NA	NA	NA	NA	81.8	NA	NA	6.67
France	Bordeaux	Guillaume Hoarau	FW	30	191	76	6(5)	1	NA	NA	NA	2.3	63.6	5.7	NA	6.61
France	Bordeaux	Jussie	M(CL),FW	30	181	81	13(6)	6	1	2	NA	1.1	77.9	0.8	1	6.57
France	Bordeaux	Abdou Traoré	M(CR)	26	180	79	6(4)	1	NA	1	1	0.5	84.2	0.9	NA	6.56
France	Bordeaux	Diego Rolan	AM(R),FW	21	176	69	7(5)	NA	2	1	NA	1.1	76.1	0.8	NA	6.44
France	Bordeaux	Marc Planus	D(C)	32	180	82	8(2)	NA	NA	2	1	NA	83.9	0.9	NA	6.44
France	Bordeaux	Julien Faubert	D(R),M(R)	30	180	75	9(8)	2	NA	1	NA	0.5	72.9	0.8	NA	6.39
France	Bordeaux	Maxime Poundje	D(L)	21	179	71	8(3)	NA	NA	2	3	0.5	77.3	0.5	NA	6.29
France	Bordeaux	Jeremie Bréchet	D(C)	34	186	81	1(3)	NA	NA	NA	NA	0.5	80	1	NA	6.25
France	Bordeaux	Fahid Ben Khalfallah	AM(CLR)	31	170	72	0(3)	NA	NA	NA	NA	0.3	90	NA	NA	6.21
France	Bordeaux	Hadi Sacko	FW	20	183	79	0(5)	NA	NA	1	NA	NA	81.3	NA	NA	6.08
France	Bordeaux	Younes Kaabouni	M	18	179	67	0(3)	NA	NA	NA	NA	NA	84.6	0.3	NA	6.01
France	Bordeaux	Vujadin Savic	D(C)	23	193	82	0(2)	NA	NA	NA	NA	NA	80	NA	NA	5.98
France	Bordeaux	David Bellion	AM(R),FW	31	181	78	0(2)	NA	NA	NA	NA	NA	100	NA	NA	5.96
France	Bordeaux	Enzo Crivelli	FW	19	NA	NA	0(2)	NA	NA	NA	NA	NA	66.7	0.5	NA	5.96
France	Bordeaux	Clement Badin	M	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
France	Bordeaux	Jerome Prior	GK	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Chornomorets O.	Pablo Fontanello	D(C)	29	193	84	8	NA	NA	1	NA	0.6	73.5	4	1	7.42
Ukraine	Chornomorets O.	Petro Kovalchuk	D	29	183	75	1	NA	NA	NA	NA	NA	58.8	3	NA	7.04
Ukraine	Chornomorets O.	Evgen Past	GK	26	187	72	2	NA	NA	NA	NA	NA	46.2	NA	NA	7.03
Ukraine	Chornomorets O.	Markus Berger	D(C)	29	186	82	7	NA	1	3	NA	0.3	77.3	3	NA	6.93
Ukraine	Chornomorets O.	Anderson Santana	D(L)	27	184	78	7	NA	NA	NA	NA	0.9	75.6	1.7	NA	6.82
Ukraine	Chornomorets O.	Vladimir Priyomov	M	28	183	75	2(2)	NA	1	NA	NA	2	76.7	0.3	NA	6.81
Ukraine	Chornomorets O.	Franck Dja Djédjé	AM(LR),FW	27	176	70	7(1)	2	NA	1	NA	1.6	81.4	2.3	NA	6.73
Ukraine	Chornomorets O.	Sito Riera	FW	27	184	75	5(1)	NA	2	1	1	1	66.5	0.3	NA	6.73
Ukraine	Chornomorets O.	Kirill Kovalchuk	DM(C)	27	185	73	8	NA	NA	2	NA	0.6	81.6	1.1	NA	6.66
Ukraine	Chornomorets O.	Ivan Bobko	DM(C)	23	183	70	7(1)	NA	1	NA	NA	0.9	77.6	0.9	NA	6.59
Ukraine	Chornomorets O.	Olexiy Gai	M(C)	31	181	73	8	1	NA	NA	NA	1.4	80.2	1.6	NA	6.59
Ukraine	Chornomorets O.	Oleksiy Antonov	FW	27	180	76	8	2	NA	NA	NA	1.6	75.7	1.6	NA	6.58
Ukraine	Chornomorets O.	Pavlo Kutas	D	31	178	68	4(1)	NA	NA	NA	NA	NA	80.6	1.6	NA	6.55
Ukraine	Chornomorets O.	Evgeniy Zubeyko	D	24	179	67	4	NA	NA	NA	1	0.3	70.3	1.3	NA	6.53
Ukraine	Chornomorets O.	Dmitriy Bezotosnyi	GK	30	192	84	6	NA	NA	1	NA	NA	59.2	0.2	2	6.46
Ukraine	Chornomorets O.	Léo Matos	D	27	182	72	3(5)	NA	NA	1	NA	0.5	73.6	1.3	NA	6.31
Ukraine	Chornomorets O.	Anatoliy Didenko	FW	31	193	82	0(6)	1	NA	1	NA	1	76.2	0.3	NA	6.3
Ukraine	Chornomorets O.	Tornike Okriashvili	M	22	181	71	0(2)	NA	NA	NA	NA	NA	50	NA	NA	6.06
Ukraine	Chornomorets O.	Elis Bakaj	FW	26	175	68	1	NA	NA	NA	NA	NA	62.5	3	NA	6.05
Ukraine	Chornomorets O.	Sergey Samodin	FW	29	178	76	0(2)	NA	NA	NA	NA	NA	25	0.5	NA	5.96
Ukraine	Chornomorets O.	Pavlo Rebenok	M	28	180	70	0(1)	NA	NA	1	NA	NA	100	NA	NA	5.87
Ukraine	Chornomorets O.	Kristi Vangjeli	D	28	176	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Chornomorets O.	Renar Valeev	M	26	176	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Chornomorets O.	Volodymyr Arzhanov	M	28	181	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ukraine	Chornomorets O.	Yuriy Martyshchuk	GK	27	188	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sweden	Elfsborg	Sebastian Holmén	D	21	NA	NA	4	NA	NA	NA	NA	0.5	86	4.3	NA	7.53
Sweden	Elfsborg	Anton Lans	D	22	182	76	1	NA	NA	NA	NA	NA	85.7	1	NA	7.25
Sweden	Elfsborg	Jon Jönsson	D(C)	30	184	85	5	1	NA	1	NA	0.8	80.9	3	NA	7.2
Sweden	Elfsborg	Daniel Mobaeck	M	33	185	82	2(1)	NA	NA	NA	NA	0.3	80	3	NA	7.1
Sweden	Elfsborg	Lasse Nilsson	FW	32	180	71	5	2	1	NA	NA	2.8	70.5	NA	1	6.83
Sweden	Elfsborg	Kevin Stuhr-Ellegaard	GK	30	196	89	6	NA	NA	NA	NA	NA	58.4	0.7	1	6.82
Sweden	Elfsborg	Mikkel Beckmann	FW	30	183	76	4	1	NA	2	NA	3	72.6	2	NA	6.82
Sweden	Elfsborg	Abbas Hassan	GK	28	198	98	0(1)	NA	NA	NA	NA	NA	57.1	NA	NA	6.8
Sweden	Elfsborg	Anders Svensson	DM(C)	37	175	76	6	NA	NA	1	NA	1.8	73.8	2	NA	6.71
Sweden	Elfsborg	Stefan Ishizaki	M	31	181	75	4(1)	NA	1	3	NA	1.2	79	1.6	NA	6.71
Sweden	Elfsborg	Johan Larsson	D(R)	23	181	75	6	NA	NA	1	NA	1.5	74.3	0.3	NA	6.7
Sweden	Elfsborg	Henning Hauger	M	28	179	76	1	NA	NA	NA	NA	NA	69.2	2	NA	6.69
Sweden	Elfsborg	Viktor Claesson	M	22	180	71	4(1)	1	1	3	NA	1.4	83.8	0.6	1	6.67
Sweden	Elfsborg	Andreas Klarström	D(L)	36	174	70	5	NA	NA	1	NA	NA	77	0.8	NA	6.51
Sweden	Elfsborg	Simon Hedlund	FW	21	175	68	1(3)	NA	NA	NA	NA	1	76.3	0.5	NA	6.38
Sweden	Elfsborg	Niklas Hult	M	24	173	65	3	NA	NA	2	NA	0.3	72.3	1	NA	6.36
Sweden	Elfsborg	Stefan Larsson	D	31	183	79	1	NA	NA	NA	NA	NA	52.4	1	NA	6.34
Sweden	Elfsborg	Marcus Rohdén	M	22	182	76	5(1)	NA	NA	NA	NA	0.2	80.5	0.5	NA	6.26
Sweden	Elfsborg	Mohamed Bangura	FW	24	177	77	0(4)	NA	NA	NA	NA	1	81.3	1	NA	6.25
Sweden	Elfsborg	James Keene	FW	28	180	74	1(2)	NA	NA	NA	NA	0.3	65.5	1	NA	6.2
Sweden	Elfsborg	Adam Lundqvist	M	20	NA	NA	1(1)	NA	NA	NA	NA	NA	78.8	NA	NA	6.01
Sweden	Elfsborg	Joachim Jørgensen	M	25	183	76	1(2)	NA	NA	1	NA	NA	82.9	NA	NA	5.89
Sweden	Elfsborg	Skúli Jón Fridgeirsson	D	25	184	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sweden	Elfsborg	Tom Söderberg	D	26	191	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croatia	Rijeka	Niko Datkovic	D	20	189	82	1	NA	NA	NA	NA	NA	68.2	1	NA	7.46
Croatia	Rijeka	Mateo Bertosa	D(L)	25	186	71	5(1)	NA	NA	2	NA	NA	73.7	2.5	NA	7.25
Croatia	Rijeka	Dario Knezevic	D(C)	31	184	80	5	NA	NA	1	NA	0.4	85.2	4	1	7.2
Croatia	Rijeka	Ivan Vargic	GK	27	192	90	6	NA	NA	NA	NA	NA	32.9	0.3	NA	6.96
Croatia	Rijeka	Ivan Tomecak	M	24	176	65	4(1)	NA	1	NA	NA	0.6	65.3	1.6	NA	6.87
Croatia	Rijeka	Mate Males	M(C)	25	181	80	6	NA	NA	1	NA	0.7	79.2	0.7	NA	6.82
Croatia	Rijeka	Mehmed Alispahic	M	26	182	75	2(1)	NA	NA	NA	NA	1.7	75.7	1.7	NA	6.82
Croatia	Rijeka	Goran Mujanovic	M	30	175	75	2(3)	NA	NA	1	NA	0.6	53.7	0.4	NA	6.8
Croatia	Rijeka	Luka Maric	D(C)	26	183	79	5	NA	1	NA	NA	NA	80.8	2	NA	6.79
Croatia	Rijeka	Ivan Mocinic	M(C)	20	180	72	6	NA	NA	1	NA	0.2	79.6	0.5	NA	6.68
Croatia	Rijeka	Zoran Kvrzic	M	25	180	72	5(1)	NA	NA	1	NA	1	63.5	1.7	NA	6.6
Croatia	Rijeka	Andrej Kramaric	FW	22	177	70	3(1)	1	NA	1	NA	0.8	75	0.8	NA	6.43
Croatia	Rijeka	Marko Leskovic	D	22	188	83	1	NA	NA	NA	NA	NA	100	NA	NA	6.41
Croatia	Rijeka	Leon Benko	FW	30	182	78	6	1	NA	NA	NA	3.2	67.1	1.2	NA	6.29
Croatia	Rijeka	Ivan Boras	D	22	191	84	1(1)	NA	NA	2	NA	NA	71.1	1	NA	6.28
Croatia	Rijeka	Nikola Pokrivac	M	28	184	85	2(1)	NA	NA	NA	NA	0.3	89.1	0.7	NA	6.28
Croatia	Rijeka	Anas Sharbini	M	27	180	75	1(3)	NA	NA	NA	NA	0.5	84.2	0.3	NA	6.25
Croatia	Rijeka	Vedran Jugovic	M	24	178	76	1	NA	NA	NA	NA	NA	100	NA	NA	6.11
Croatia	Rijeka	Josip Brezovec	M	27	176	75	2(3)	NA	NA	1	NA	1	46.9	NA	NA	6.06
Croatia	Rijeka	Ivan Krstanovic	FW	31	196	87	2(2)	NA	NA	1	NA	0.8	64.3	1.3	NA	6.02
Croatia	Rijeka	Ivan Mance	GK	31	195	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Croatia	Rijeka	Ricardo Bagadur	D	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Viktoria Plzen	Matús Kozácik	GK	30	193	85	6	NA	NA	1	NA	NA	52.4	0.2	1	7.1
Czech Republic	Viktoria Plzen	Frantisek Rajtoral	D(R),M(R)	28	179	77	6	1	1	NA	NA	1.8	82.8	0.2	NA	6.74
Czech Republic	Viktoria Plzen	Tomas Horava	DM(C)	25	180	68	6	1	NA	1	NA	0.7	82.9	0.7	1	6.67
Czech Republic	Viktoria Plzen	Daniel Kolár	AM(C)	28	179	76	6	1	2	1	NA	1.7	82.9	0.5	NA	6.61
Czech Republic	Viktoria Plzen	Pavel Horváth	DM(C)	38	178	80	6	NA	1	1	NA	1.8	72.4	0.2	NA	6.53
Czech Republic	Viktoria Plzen	Tomas Wágner	FW	24	175	74	0(2)	1	NA	NA	NA	1	100	NA	NA	6.46
Czech Republic	Viktoria Plzen	Stanislav Tecl	FW	23	179	78	3(3)	1	1	1	NA	1.3	71.1	1	NA	6.42
Czech Republic	Viktoria Plzen	Marian Cisovsky	D(C)	34	186	80	4	NA	NA	1	NA	0.5	83.3	0.5	NA	6.32
Czech Republic	Viktoria Plzen	Milan Petrzela	AM(R)	30	171	65	6	NA	NA	NA	NA	1	68.6	NA	NA	6.29
Czech Republic	Viktoria Plzen	Marek Bakos	FW	30	184	76	2(3)	1	NA	1	NA	0.8	70	0.8	NA	6.26
Czech Republic	Viktoria Plzen	David Limbersky	D(L)	30	178	73	3	NA	NA	2	NA	0.7	77.7	NA	NA	6.24
Czech Republic	Viktoria Plzen	Roman Hubnik	D(C)	29	192	83	4(1)	NA	NA	2	NA	NA	73.5	2.4	NA	6.21
Czech Republic	Viktoria Plzen	Michal Duris	AM(L)	25	183	75	3(3)	NA	NA	NA	NA	1	80	0.3	NA	6.2
Czech Republic	Viktoria Plzen	Vaclav Prochazka	D(C)	29	185	78	6	NA	NA	1	NA	0.3	75.3	2	NA	6.15
Czech Republic	Viktoria Plzen	Jan Kovarik	AM(L)	25	182	75	2(3)	NA	NA	NA	NA	0.6	73.2	0.6	NA	6.12
Czech Republic	Viktoria Plzen	Martin Pospisil	M	22	178	73	0(2)	NA	NA	NA	NA	NA	100	NA	NA	6.04
Czech Republic	Viktoria Plzen	Radim Reznik	D(R)	25	180	74	2(1)	NA	NA	NA	NA	NA	79.4	NA	NA	5.74
Czech Republic	Viktoria Plzen	Lukas Hejda	D	23	191	81	1	NA	NA	NA	NA	NA	72.7	2	NA	5.52
Czech Republic	Viktoria Plzen	Petr Bolek	GK	29	190	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Czech Republic	Viktoria Plzen	Zdenek Koukal	M	30	180	75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Tel Aviv	Carlos García	D(C)	29	184	82	7	NA	NA	3	NA	NA	94.5	1.1	NA	7.18
Israel	Maccabi Tel Aviv	Eran Zahavi	AM(CL)	26	182	72	7	3	1	NA	NA	2.7	73.6	0.9	1	7.14
Israel	Maccabi Tel Aviv	Eitan Tibi	D(C)	26	185	81	8	NA	NA	1	NA	0.1	88.2	0.8	1	7.01
Israel	Maccabi Tel Aviv	Barak Itzhaki	FW	29	174	70	5(1)	3	NA	1	NA	3	75.5	0.5	1	6.89
Israel	Maccabi Tel Aviv	Omri Ben Harush	D	24	NA	NA	7(1)	NA	1	1	NA	0.1	77.4	1.3	NA	6.81
Israel	Maccabi Tel Aviv	Sherran Yeini	D(R)	27	175	NA	8	NA	NA	1	NA	0.1	83.1	1.1	NA	6.78
Israel	Maccabi Tel Aviv	Juan Pablo	GK	35	187	83	8	NA	NA	NA	NA	NA	78.4	0.3	1	6.71
Israel	Maccabi Tel Aviv	Gal Alberman	M(C)	30	180	72	5(1)	NA	NA	NA	NA	0.3	85.2	0.8	1	6.67
Israel	Maccabi Tel Aviv	Dor Micha	M	22	NA	NA	2(2)	1	NA	1	NA	0.8	82.6	NA	NA	6.61
Israel	Maccabi Tel Aviv	Maharan Radi	M(C)	31	181	73	7(1)	NA	NA	1	NA	1	81.5	0.9	NA	6.48
Israel	Maccabi Tel Aviv	Nikola Mitrovic	DM(C)	27	180	76	5(3)	NA	NA	1	NA	0.1	77.7	1	NA	6.45
Israel	Maccabi Tel Aviv	Omri Altman	FW	20	NA	NA	4(2)	NA	NA	NA	NA	0.5	79.7	0.2	NA	6.42
Israel	Maccabi Tel Aviv	Dabur Muanes	FW	21	NA	NA	2(3)	NA	NA	NA	NA	0.2	71.2	0.4	NA	6.4
Israel	Maccabi Tel Aviv	Dan Einbinder	M	25	177	67	2(2)	NA	NA	1	NA	0.3	70	0.8	NA	6.34
Israel	Maccabi Tel Aviv	Tal Ben Haim	AM(L)	24	175	64	3(2)	NA	NA	2	1	1	72.2	1	NA	6.28
Israel	Maccabi Tel Aviv	Mané	D(L)	32	175	82	1	NA	NA	NA	NA	NA	87.2	1	NA	6.23
Israel	Maccabi Tel Aviv	Rade Prica	FW	33	185	80	5(2)	NA	2	NA	NA	0.9	75.3	1	NA	6.22
Israel	Maccabi Tel Aviv	Yoav David Ziv	D	33	177	75	1(1)	NA	NA	NA	NA	0.5	72.7	NA	NA	6.17
Israel	Maccabi Tel Aviv	Remi Mareval	D	31	182	75	1	NA	NA	NA	NA	1	81	2	NA	6.06
Israel	Maccabi Tel Aviv	Gael Margolis	FW	20	175	72	0(2)	NA	NA	NA	NA	NA	44.4	NA	NA	6
Israel	Maccabi Tel Aviv	Barak Badash	FW	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Tel Aviv	Barak Levi	GK	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Tel Aviv	Moshe Lugasi	M	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Israel	Maccabi Tel Aviv	Reef Peretz	M	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Belgium	Zulte-Waregem	Thorgan Hazard	AM(C)	21	172	70	6	2	NA	2	NA	4	84.5	0.5	1	7.28
Belgium	Zulte-Waregem	Davy de Fauw	D(R)	32	185	65	6	1	NA	NA	NA	1.8	84.7	2.2	1	7.11
